time,->1,2->1,->2,1->2
0.0,2.0,-0.5,-1.5,0.3
0.10040160642570281,2.0,-0.4443201657143646,-1.5,0.3497626766738311
0.20080321285140562,2.0,-0.39701867573621014,-1.5,0.40988962839663073
0.3012048192771084,2.0,-0.35711705231212787,-1.5,0.48245671888440617
0.40160642570281124,2.0,-0.32380991868040415,-1.5,0.5699585297790488
0.5020080321285141,2.0,-0.2964585596447861,-1.5,0.6753806417732283
0.6024096385542168,2.0,-0.2745926066420239,-1.5,0.8022793140886583
0.7028112449799196,2.0,-0.2579231848964693,-1.5,0.9548651030227404
0.8032128514056225,2.0,-0.24637335552001374,-1.5,1.1380827580817068
0.9036144578313253,2.0,-0.2401356996057057,-1.5,1.3576716661493966
1.0040160642570282,2.0,-0.2397756755633139,-1.5,1.6201768193563957
1.104417670682731,2.0,-0.24641446295598363,-1.5,1.932851883445796
1.2048192771084336,2.0,-0.26205577209709685,-1.5,2.3033420603743653
1.3052208835341366,2.0,-0.29018234353214256,-1.5,2.7389269375674874
1.4056224899598393,2.0,-0.33687068916273216,-1.5,3.2448910456920363
1.5060240963855422,2.0,-0.4129205339616477,-1.5,3.8211621680866665
1.606425702811245,2.0,-0.5379513204444434,-1.5,4.455551095443005
1.7068273092369477,2.0,-0.7480608713156964,-1.5,5.110633078914322
1.8072289156626506,2.0,-1.1084348590235908,-1.5,5.700561085782642
1.9076305220883534,2.0,-1.7256857780071369,-1.5,6.060504003694226
2.0080321285140563,2.0,-2.7259219449387895,-1.5,5.946027764193627
2.108433734939759,2.0,-4.119677825993973,-1.5,5.167791003425278
2.208835341365462,2.0,-5.593222090136591,-1.5,3.8733001258757307
2.3092369477911645,2.0,-6.62966936456182,-1.5,2.5495906845765925
2.4096385542168672,2.0,-6.987276948336302,-1.5,1.5646356564339328
2.5100401606425704,2.0,-6.801930647167037,-1.5,0.9538319519278233
2.610441767068273,2.0,-6.315947780500339,-1.5,0.602528638464168
2.710843373493976,2.0,-5.708781809628049,-1.5,0.40254038405495657
2.8112449799196786,2.0,-5.08082437565287,-1.5,0.2862999031815357
2.9116465863453813,2.0,-4.480930535591205,-1.5,0.2166292795669579
3.0120481927710845,2.0,-3.93005365948565,-1.5,0.17367848117390888
3.112449799196787,2.0,-3.4350530065629328,-1.5,0.14675273632911215
3.21285140562249,2.0,-2.9959243963797557,-1.5,0.12995254154498237
3.3132530120481927,2.0,-2.609472532580973,-1.5,0.11994100869226251
3.4136546184738954,2.0,-2.2711688362327647,-1.5,0.11479794121241348
3.5140562248995986,2.0,-1.9760908336726455,-1.5,0.11342048020946693
3.6144578313253013,2.0,-1.719391357543144,-1.5,0.11520239602882892
3.714859437751004,2.0,-1.496523456123845,-1.5,0.11985915241590903
3.8152610441767068,2.0,-1.3033367400600744,-1.5,0.12733194539157006
3.9156626506024095,2.0,-1.1361058695957957,-1.5,0.13773635259836509
4.016064257028113,2.0,-0.9915237374691416,-1.5,0.1513375240825639
4.116465863453815,2.0,-0.8666770971094238,-1.5,0.1685422672208178
4.216867469879518,2.0,-0.7590144398496026,-1.5,0.18990287590915864
4.317269076305221,2.0,-0.6663115940434601,-1.5,0.21613001265049017
4.417670682730924,2.0,-0.5866380340046111,-1.5,0.2481134081852728
4.518072289156627,2.0,-0.518325618517058,-1.5,0.2869499480940221
4.618473895582329,2.0,-0.4599406751088048,-1.5,0.33397926205291406
4.718875502008032,2.0,-0.4102600257295215,-1.5,0.39082721960557376
4.8192771084337345,2.0,-0.3682514345805672,-1.5,0.45945785806791495
4.919678714859438,2.0,-0.33305907458795087,-1.5,0.542234179805572
5.020080321285141,2.0,-0.303994957059044,-1.5,0.6419878500973365
5.120481927710843,2.0,-0.2805379174628969,-1.5,0.7620969111622793
5.220883534136546,2.0,-0.26234292314416435,-1.5,0.9065688013561122
5.3212851405622486,2.0,-0.24926548726351083,-1.5,1.080122565370784
5.421686746987952,2.0,-0.24140990455580247,-1.5,1.2882572325620343
5.522088353413655,2.0,-0.23921618587252091,-1.5,1.5372822243673605
5.622489959839357,2.0,-0.24361450816776264,-1.5,1.8342607696498476
5.72289156626506,2.0,-0.25629961474396584,-1.5,2.1867750867206937
5.823293172690763,2.0,-0.2802284633580648,-1.5,2.6023325761669214
5.923694779116466,2.0,-0.32054367793262906,-1.5,3.0870602972350296
6.024096385542169,2.0,-0.3863273786818029,-1.5,3.642986406147151
6.124497991967871,2.0,-0.4939765093783122,-1.5,4.262532334361594
6.224899598393574,2.0,-0.6736058395747595,-1.5,4.917676738574574
6.325301204819277,2.0,-0.9801933934974139,-1.5,5.540049939893876
6.42570281124498,2.0,-1.5076016635321934,-1.5,5.9911002281771415
6.526104417670683,2.0,-2.383471315921773,-1.5,6.044655079650479
6.626506024096385,2.0,-3.675692632583115,-1.5,5.468563267864708
6.7269076305220885,2.0,-5.178883350273614,-1.5,4.28534640546309
6.827309236947791,2.0,-6.390645943883531,-1.5,2.9172203854832586
6.927710843373494,2.0,-6.948447389920522,-1.5,1.8148060302475446
7.028112449799197,2.0,-6.898773171667941,-1.5,1.1024070909816894
7.128514056224899,2.0,-6.479382849565907,-1.5,0.6870125105331872
7.228915662650603,2.0,-5.894632602807755,-1.5,0.45088434361728935
7.329317269076305,2.0,-5.265973867020531,-1.5,0.3147253913492311
7.429718875502008,2.0,-4.654636608318421,-1.5,0.23387265558358514
7.530120481927711,2.0,-4.088025952223955,-1.5,0.18440333888403765
7.6305220883534135,2.0,-3.5762071488724243,-1.5,0.15349244116906308
7.730923694779117,2.0,-3.120714681919803,-1.5,0.1341191164995036
7.831325301204819,2.0,-2.7190481970807783,-1.5,0.12234009036515991
7.931726907630522,2.0,-2.366947109769172,-1.5,0.11589465314728294
8.032128514056225,2.0,-2.059541462989633,-1.5,0.11347979324553939
8.132530120481928,2.0,-1.7919301178367812,-1.5,0.11436487816038038
8.23293172690763,2.0,-1.5594625702897214,-1.5,0.11818251496194872
8.333333333333334,2.0,-1.3578653657048463,-1.5,0.12481376068865106
8.433734939759036,2.0,-1.1832864346230414,-1.5,0.13432592839789764
8.534136546184738,2.0,-1.0322963972522092,-1.5,0.146941189351332
8.634538152610443,2.0,-0.901868121957111,-1.5,0.16302432477461778
8.734939759036145,2.0,-0.789346186421385,-1.5,0.18308343107331287
8.835341365461847,2.0,-0.6924127506668687,-1.5,0.20778029615312102
8.93574297188755,2.0,-0.6090534410824796,-1.5,0.2379488441650706
9.036144578313253,2.0,-0.5375252355592773,-1.5,0.27462104115157626
9.136546184738956,2.0,-0.47632748803431013,-1.5,0.31906021811253266
9.236947791164658,2.0,-0.4241767303812194,-1.5,0.37280216625719365
9.337349397590362,2.0,-0.3799857517914101,-1.5,0.4377045064111363
9.437751004016064,2.0,-0.34284750055287927,-1.5,0.5160048183770364
9.538152610441767,2.0,-0.3120246061659645,-1.5,0.610387736636916
9.638554216867469,2.0,-0.2869459023297727,-1.5,0.7240604572900666
9.738955823293173,2.0,-0.2672122767170152,-1.5,0.8608346283178279
9.839357429718875,2.0,-0.2526159453306329,-1.5,1.0252097033205254
9.939759036144578,2.0,-0.24318027361748434,-1.5,1.2224475508138295
10.040160642570282,2.0,-0.2392332490056109,-1.5,1.4586173928940405
10.140562248995984,2.0,-0.2415375666055661,-1.5,1.7405725655646502
10.240963855421686,2.0,-0.25152164380596104,-1.5,2.075782091989607
10.34136546184739,2.0,-0.2716956238859355,-1.5,2.471870385837663
10.441767068273093,2.0,-0.306417962395308,-1.5,2.9355758935876453
10.542168674698795,2.0,-0.3633418685310263,-1.5,3.4705573860805785
10.642570281124497,2.0,-0.4561933676053919,-1.5,4.072917457193847
10.742971887550201,2.0,-0.6100881682609014,-1.5,4.722301317493297
10.843373493975903,2.0,-0.8711469602523662,-1.5,5.365079891498708
10.943775100401606,2.0,-1.3205163050670876,-1.5,5.886863971305555
11.04417670682731,2.0,-2.0797206295714497,-1.5,6.08597738478094
11.144578313253012,2.0,-3.2529748962540617,-1.5,5.712364023064684
11.244979919678714,2.0,-4.737642344201057,-1.5,4.680932197993613
11.345381526104418,2.0,-6.0905489372009916,-1.5,3.311095485247322
11.44578313253012,2.0,-6.854814880731494,-1.5,2.100851103232895
11.546184738955823,2.0,-6.9633910744492065,-1.5,1.2772167860244867
11.646586345381525,2.0,-6.628827486308203,-1.5,0.7870139689920822
11.74698795180723,2.0,-6.07700835573948,-1.5,0.5078182081356514
11.847389558232932,2.0,-5.4528702143801535,-1.5,0.3478992046680803
11.947791164658634,2.0,-4.832401350634679,-1.5,0.2538160741470621
12.048192771084338,2.0,-4.250889314520256,-1.5,0.19672988152378504
12.14859437751004,2.0,-3.72235936364204,-1.5,0.1612312818709775
12.248995983935743,2.0,-3.2502679039715425,-1.5,0.1389455424718949
12.349397590361447,2.0,-2.8330033762528064,-1.5,0.12520404723811768
12.449799196787149,2.0,-2.466671313788803,-1.5,0.11734366247701397
12.550200803212851,2.0,-2.146503577906753,-1.5,0.11382823338437596
12.650602409638553,2.0,-1.8675690248219354,-1.5,0.11378478885561691
12.751004016064257,2.0,-1.6251242969803017,-1.5,0.11675320850095834
12.85140562248996,2.0,-1.4147765497855622,-1.5,0.12254905282436866
12.951807228915662,2.0,-1.2325469492677839,-1.5,0.13118868082959548
13.052208835341366,2.0,-1.074881972959652,-1.5,0.1428502390637277
13.152610441767068,2.0,-0.9386378659232196,-1.5,0.1578565667114123
13.25301204819277,2.0,-0.8210522561637855,-1.5,0.17667248962329174
13.353413654618473,2.0,-0.7197106140196606,-1.5,0.19991255122159216
13.453815261044177,2.0,-0.6325118673955284,-1.5,0.22835716284718358
13.55421686746988,2.0,-0.5576355584226764,-1.5,0.2629763065705028
13.654618473895582,2.0,-0.49351183939871957,-1.5,0.30496064061217154
13.755020080321286,2.0,-0.43879510132115096,-1.5,0.35576023427644327
13.855421686746988,2.0,-0.39234173300895403,-1.5,0.41713142237063167
13.95582329317269,2.0,-0.35319252081707736,-1.5,0.4911922935565861
14.056224899598394,2.0,-0.3205603955900607,-1.5,0.5804871280949169
14.156626506024097,2.0,-0.2938246783834667,-1.5,0.688059537280142
14.257028112449799,2.0,-0.2725338339224188,-1.5,0.8175328062566565
14.357429718875501,2.0,-0.25642018312260223,-1.5,0.97319357248057
14.457831325301205,2.0,-0.24543259100593254,-1.5,1.160070602212779
14.558232931726907,2.0,-0.23979815466388743,-1.5,1.3839915047709352
14.65863453815261,2.0,-0.24013192257030014,-1.5,1.6515857802561196
14.759036144578314,2.0,-0.247631716761339,-1.5,1.9701704038862793
14.859437751004016,2.0,-0.2644265156742267,-1.5,2.347398411687336
14.959839357429718,2.0,-0.29421412267396607,-1.5,2.790433192725632
15.060240963855422,2.0,-0.3434561933378736,-1.5,3.3041827669770476
15.160642570281125,2.0,-0.42366432641865437,-1.5,3.8876693098590427
15.261044176706827,2.0,-0.555795610039977,-1.5,4.526747046607992
15.36144578313253,2.0,-0.7784107293687993,-1.5,5.180058760893332
15.461847389558233,2.0,-1.1607570951476334,-1.5,5.754645945420873
15.562248995983936,2.0,-1.8138747535297153,-1.5,6.075764441214
15.662650602409638,2.0,-2.860618027294016,-1.5,5.894813382835931
15.763052208835342,2.0,-4.285013111689931,-1.5,5.045109888768958
15.863453815261044,2.0,-5.735169694996491,-1.5,3.721503289613239
15.963855421686747,2.0,-6.701357107552204,-1.5,2.4230515464543196
16.06425702811245,2.0,-6.989010576505527,-1.5,1.4817609017730418
16.164658634538153,2.0,-6.759712336169784,-1.5,0.9053583289728806
16.265060240963855,2.0,-6.253459637749036,-1.5,0.5750130834466596
16.365461847389557,2.0,-5.640346858070251,-1.5,0.3867236346010391
16.46586345381526,2.0,-5.013734298154379,-1.5,0.2769393262340428
16.566265060240962,2.0,-4.418491378104922,-1.5,0.21091712051746014
16.666666666666668,2.0,-3.873521112922188,-1.5,0.17011273695141782
16.76706827309237,2.0,-3.3846712890452095,-1.5,0.14451330254863884
16.867469879518072,2.0,-2.9514565077559825,-1.5,0.12857986597312185
16.967871485943775,2.0,-2.5704685008948482,-1.5,0.11917191728962816
17.068273092369477,2.0,-2.237101549184543,-1.5,0.11448048664890928
17.16867469879518,2.0,-1.9464243932488252,-1.5,0.1134687972651568
17.269076305220885,2.0,-1.693614617557222,-1.5,0.11557222235827731
17.369477911646587,2.0,-1.4741652986447955,-1.5,0.120534385545095
17.46987951807229,2.0,-1.2839716914091472,-1.5,0.12831732928987377
17.570281124497992,2.0,-1.1193546589052499,-1.5,0.13905372324478898
17.670682730923694,2.0,-0.9770512721167639,-1.5,0.15302425206015657
17.771084337349397,2.0,-0.8541892242188034,-1.5,0.1706511686657403
17.8714859437751,2.0,-0.7482542539335939,-1.5,0.1925032013990472
17.971887550200805,2.0,-0.6570556901568753,-1.5,0.21930933881558107
18.072289156626507,2.0,-0.578692978853449,-1.5,0.25198033056231234
18.17269076305221,2.0,-0.5115247413051829,-1.5,0.29163758041793636
18.27309236947791,2.0,-0.45414126338905686,-1.5,0.33964957123807
18.373493975903614,2.0,-0.4053409800309767,-1.5,0.39767624858191614
18.473895582329316,2.0,-0.364111430217037,-1.5,0.4677218989100699
18.57429718875502,2.0,-0.32961532093710144,-1.5,0.5521969234247474
18.674698795180724,2.0,-0.30118268456963065,-1.5,0.6539884704515
18.775100401606426,2.0,-0.2783108246928429,-1.5,0.7765389036781207
18.87550200803213,2.0,-0.2606749878609128,-1.5,0.9239291082441015
18.97590361445783,2.0,-0.24815483989520776,-1.5,1.1009600136306072
19.076305220883533,2.0,-0.24088605855202544,-1.5,1.3132182442951366
19.176706827309236,2.0,-0.23935286307707232,-1.5,1.5671000782638824
19.277108433734938,2.0,-0.24455233417084096,-1.5,1.8697409961610092
19.377510040160644,2.0,-0.2582868769975185,-1.5,2.2287527216979184
19.477911646586346,2.0,-0.2836958004417517,-1.5,2.651573514515088
19.57831325301205,2.0,-0.3262444121455844,-1.5,3.144051672309107
19.67871485943775,2.0,-0.3956064948955299,-1.5,3.7075068978292123
19.779116465863453,2.0,-0.5092881653485796,-1.5,4.332791809050569
19.879518072289155,2.0,-0.6994706021462616,-1.5,4.988662855731727
19.97991967871486,2.0,-1.0247088753829305,-1.5,5.600687044916535
20.080321285140563,2.0,-1.5835817025639995,-1.5,6.020895974202873
20.180722891566266,2.0,-2.5042563948350143,-1.5,6.015475207533915
20.281124497991968,2.0,-3.836199496466054,-1.5,5.364797725808649
20.38152610441767,2.0,-5.334336653760268,-1.5,4.135734707314833
20.481927710843372,2.0,-6.485323722382346,-1.5,2.7793070370765305
20.582329317269075,2.0,-6.968684008190933,-1.5,1.7192197861280558
20.68273092369478,2.0,-6.866741440872467,-1.5,1.045210728332451
20.783132530120483,2.0,-6.421006288111778,-1.5,0.6544513021367386
20.883534136546185,2.0,-5.826943065452733,-1.5,0.4322862969818866
20.983935742971887,2.0,-5.197996701231596,-1.5,0.30382119912366395
21.08433734939759,2.0,-4.590608912572118,-1.5,0.22727592571999944
21.184738955823292,2.0,-4.029672447146309,-1.5,0.18030776405278404
21.285140562248994,2.0,-3.5240003693451154,-1.5,0.15091887028141462
21.3855421686747,2.0,-3.0745240110429677,-1.5,0.13252307218139622
21.485943775100402,2.0,-2.678468381495573,-1.5,0.12141146488404866
21.586345381526105,2.0,-2.331464523676674,-1.5,0.11545445589177247
21.686746987951807,2.0,-2.0286180882651297,-1.5,0.11342575393604823
21.78714859437751,2.0,-1.7650451677799839,-1.5,0.1146421486874747
21.88755020080321,2.0,-1.5361320507374736,-1.5,0.11876760361097391
21.987951807228917,2.0,-1.3376499538153892,-1.5,0.1257057379849479
22.08835341365462,2.0,-1.1657932003585239,-1.5,0.13554180271270053
22.188755020080322,2.0,-1.0171773724151412,-1.5,0.1485137904996702
22.289156626506024,2.0,-0.8888173215462325,-1.5,0.16500183116444747
22.389558232931726,2.0,-0.7780959940217813,-1.5,0.18553006544320846
22.48995983935743,2.0,-0.6827301569972821,-1.5,0.2107779611265497
22.59036144578313,2.0,-0.6007364297222214,-1.5,0.241599583267951
22.690763052208837,2.0,-0.5303994721918195,-1.5,0.2790502946322284
22.79116465863454,2.0,-0.4702433871141799,-1.5,0.3244209074544713
22.89156626506024,2.0,-0.4190069708725259,-1.5,0.3792796454457855
22.991967871485944,2.0,-0.37562327910119303,-1.5,0.4455224494647679
23.092369477911646,2.0,-0.3392040952549553,-1.5,0.5254320828391463
23.19277108433735,2.0,-0.3090301395687748,-1.5,0.6217461791142029
23.29317269076305,2.0,-0.2845484638428026,-1.5,0.7377335826993309
23.393574297188756,2.0,-0.2653795246770413,-1.5,0.8772767047761996
23.49397590361446,2.0,-0.2513382336493357,-1.5,1.0449546176408093
23.59437751004016,2.0,-0.24247683241970205,-1.5,1.2461153998584689
23.694779116465863,2.0,-0.2391628424552088,-1.5,1.486916547578297
23.795180722891565,2.0,-0.24221774175376148,-1.5,1.7742900317982242
23.895582329317268,2.0,-0.2531629053793359,-1.5,2.115751337548196
23.99598393574297,2.0,-0.2746637084919128,-1.5,2.5188933306021037
24.096385542168676,2.0,-0.31134982284151763,-1.5,2.9902546629397966
24.196787148594378,2.0,-0.3713672348744653,-1.5,3.53294596064323
24.29718875502008,2.0,-0.4693614188762928,-1.5,4.141819701068215
24.397590361445783,2.0,-0.6321719882746154,-1.5,4.793899541193982
24.497991967871485,2.0,-0.9090047318029133,-1.5,5.430465809367311
24.598393574297187,2.0,-1.3855943333741778,-1.5,5.928586145072274
24.698795180722893,2.0,-2.18636310278546,-1.5,6.077167320764032
24.799196787148595,2.0,-3.4044998783856633,-1.5,5.630141294322948
24.899598393574298,2.0,-4.901207837535396,-1.5,4.5390879393423855
25.0,2.0,-6.207134787180102,-1.5,3.164500017539836
