time,->1,1->1,2->1,->2,1->2,2->2
0.0,1.0,-0.5999999999999999,-0.29999999999999993,1.0,-0.29999999999999993,-0.5999999999999999
0.10050251256281408,1.0,-0.6057923336533297,-0.302896166826665,1.0,-0.30289616682666487,-0.60579233365333
0.20100502512562815,1.0,-0.6111280550503712,-0.3055640275251857,1.0,-0.3055640275251856,-0.6111280550503714
0.30150753768844224,1.0,-0.6160351692730476,-0.3080175846365239,1.0,-0.3080175846365238,-0.6160351692730478
0.4020100502512563,1.0,-0.6205414277074119,-0.3102707138537061,1.0,-0.31027071385370597,-0.6205414277074122
0.5025125628140704,1.0,-0.6246739530182152,-0.3123369765091077,1.0,-0.3123369765091076,-0.6246739530182154
0.6030150753768845,1.0,-0.6284590682867399,-0.31422953414337007,1.0,-0.31422953414336996,-0.6284590682867401
0.7035175879396985,1.0,-0.6319219746782958,-0.315960987339148,1.0,-0.3159609873391479,-0.631921974678296
0.8040201005025126,1.0,-0.6350867899954303,-0.3175433949977153,1.0,-0.31754339499771517,-0.6350867899954306
0.9045226130653267,1.0,-0.6379764185575307,-0.3189882092787655,1.0,-0.31898820927876537,-0.637976418557531
1.0050251256281408,1.0,-0.6406124874434126,-0.32030624372170635,1.0,-0.3203062437217063,-0.6406124874434127
1.105527638190955,1.0,-0.6430153329913647,-0.3215076664956824,1.0,-0.32150766649568235,-0.6430153329913648
1.206030150753769,1.0,-0.6452040010472656,-0.32260200052363286,1.0,-0.3226020005236328,-0.6452040010472657
1.306532663316583,1.0,-0.6471962653344031,-0.3235981326672016,1.0,-0.32359813266720155,-0.6471962653344032
1.407035175879397,1.0,-0.6490086599151756,-0.3245043299575879,1.0,-0.3245043299575878,-0.6490086599151758
1.5075376884422111,1.0,-0.6506565221210204,-0.32532826106051027,1.0,-0.3253282610605102,-0.6506565221210205
1.6080402010050252,1.0,-0.6521540415986128,-0.32607702079930645,1.0,-0.3260770207993064,-0.6521540415986129
1.7085427135678393,1.0,-0.653514320706364,-0.32675716035318203,1.0,-0.326757160353182,-0.6535143207063641
1.8090452261306533,1.0,-0.6547494301750494,-0.32737471508752475,1.0,-0.3273747150875247,-0.6547494301750495
1.9095477386934674,1.0,-0.6558704692079709,-0.3279352346039855,1.0,-0.32793523460398544,-0.655870469207971
2.0100502512562817,1.0,-0.656887628552428,-0.32844381427621405,1.0,-0.328443814276214,-0.6568876285524281
2.1105527638190957,1.0,-0.657810250672894,-0.32890512533644706,1.0,-0.328905125336447,-0.6578102506728941
2.21105527638191,1.0,-0.6586468889544668,-0.32932344447723344,1.0,-0.3293234444772334,-0.6586468889544669
2.311557788944724,1.0,-0.6594053650229018,-0.32970268251145096,1.0,-0.3297026825114509,-0.6594053650229019
2.412060301507538,1.0,-0.6600928236397205,-0.33004641181986033,1.0,-0.3300464118198603,-0.6600928236397207
2.512562814070352,1.0,-0.6607157849541095,-0.33035789247705477,1.0,-0.33035789247705477,-0.6607157849541095
2.613065326633166,1.0,-0.6612801939079307,-0.3306400969539653,1.0,-0.33064009695396535,-0.6612801939079306
2.71356783919598,1.0,-0.6617914667080578,-0.3308957333540289,1.0,-0.3308957333540289,-0.6617914667080578
2.814070351758794,1.0,-0.6622545343431497,-0.33112726717157487,1.0,-0.33112726717157487,-0.6622545343431497
2.9145728643216082,1.0,-0.6626738831724079,-0.33133694158620397,1.0,-0.33133694158620397,-0.6626738831724079
3.0150753768844223,1.0,-0.6630535926544378,-0.3315267963272189,1.0,-0.3315267963272189,-0.6630535926544378
3.1155778894472363,1.0,-0.6633973703129438,-0.3316986851564719,1.0,-0.3316986851564719,-0.6633973703129438
3.2160804020100504,1.0,-0.6637085840566174,-0.3318542920283087,1.0,-0.3318542920283087,-0.6637085840566174
3.3165829145728645,1.0,-0.6639902919843471,-0.33199514599217356,1.0,-0.33199514599217356,-0.6639902919843471
3.4170854271356785,1.0,-0.6642452698152103,-0.33212263490760513,1.0,-0.33212263490760513,-0.6642452698152103
3.5175879396984926,1.0,-0.6644760360867785,-0.3322380180433893,1.0,-0.33223801804338926,-0.6644760360867786
3.6180904522613067,1.0,-0.6646848752660371,-0.33234243763301863,1.0,-0.3323424376330186,-0.6646848752660373
3.7185929648241207,1.0,-0.6648738589154457,-0.33243692945772296,1.0,-0.33243692945772285,-0.6648738589154459
3.819095477386935,1.0,-0.6650448650530573,-0.3325224325265287,1.0,-0.33252243252652863,-0.6650448650530574
3.919597989949749,1.0,-0.6651995958405417,-0.3325997979202709,1.0,-0.33259979792027083,-0.6651995958405418
4.020100502512563,1.0,-0.6653395937270437,-0.3326697968635219,1.0,-0.3326697968635218,-0.6653395937270438
4.120603015075377,1.0,-0.665466256170224,-0.3327331280851121,1.0,-0.332733128085112,-0.6654662561702241
4.2211055276381915,1.0,-0.6655808490488836,-0.33279042452444185,1.0,-0.3327904245244418,-0.6655808490488837
4.3216080402010055,1.0,-0.6656845188744833,-0.33284225943724177,1.0,-0.33284225943724166,-0.6656845188744835
4.42211055276382,1.0,-0.6657783039017875,-0.3328891519508938,1.0,-0.33288915195089375,-0.6657783039017876
4.522613065326634,1.0,-0.6658631442318825,-0.3329315721159413,1.0,-0.33293157211594127,-0.6658631442318826
4.623115577889448,1.0,-0.6659398909940552,-0.33296994549702763,1.0,-0.3329699454970276,-0.6659398909940553
4.723618090452262,1.0,-0.6660093146865168,-0.33300465734325846,1.0,-0.3330046573432584,-0.6660093146865169
4.824120603015076,1.0,-0.6660721127497623,-0.3330360563748812,1.0,-0.33303605637488115,-0.6660721127497624
4.92462311557789,1.0,-0.666128916440488,-0.33306445822024405,1.0,-0.333064458220244,-0.6661289164404881
5.025125628140704,1.0,-0.6661802970684846,-0.33309014853424235,1.0,-0.3330901485342423,-0.6661802970684847
5.125628140703518,1.0,-0.6662267716537522,-0.33311338582687616,1.0,-0.3331133858268761,-0.6662267716537523
5.226130653266332,1.0,-0.666268808056276,-0.33313440402813804,1.0,-0.333134404028138,-0.6662688080562761
5.326633165829146,1.0,-0.6663068296264226,-0.33315341481321137,1.0,-0.3331534148132113,-0.6663068296264227
5.42713567839196,1.0,-0.6663412194197827,-0.33317060970989143,1.0,-0.3331706097098914,-0.6663412194197829
5.527638190954774,1.0,-0.6663723240164553,-0.33318616200822776,1.0,-0.33318616200822765,-0.6663723240164555
5.628140703517588,1.0,-0.6664004569812434,-0.33320022849062175,1.0,-0.3332002284906217,-0.6664004569812435
5.728643216080402,1.0,-0.666425901997988,-0.333212950998994,1.0,-0.333212950998994,-0.666425901997988
5.8291457286432165,1.0,-0.6664489157082959,-0.3332244578541479,1.0,-0.33322445785414795,-0.6664489157082958
5.9296482412060305,1.0,-0.6664697302821799,-0.3332348651410899,1.0,-0.33323486514108996,-0.6664697302821798
6.030150753768845,1.0,-0.6664885557456413,-0.33324427787282057,1.0,-0.3332442778728206,-0.6664885557456411
6.130653266331659,1.0,-0.6665055820879331,-0.33325279104396655,1.0,-0.33325279104396655,-0.6665055820879331
6.231155778894473,1.0,-0.6665209811691699,-0.33326049058458496,1.0,-0.33326049058458496,-0.6665209811691699
6.331658291457287,1.0,-0.6665349084470343,-0.33326745422351717,1.0,-0.33326745422351717,-0.6665349084470343
6.432160804020101,1.0,-0.6665475045396105,-0.33327375226980527,1.0,-0.33327375226980527,-0.6665475045396105
6.532663316582915,1.0,-0.6665588966397868,-0.3332794483198934,1.0,-0.3332794483198934,-0.6665588966397868
6.633165829145729,1.0,-0.66656919979524,-0.33328459989762,1.0,-0.33328459989762,-0.66656919979524
6.733668341708543,1.0,-0.666578518066703,-0.3332892590333515,1.0,-0.3332892590333515,-0.666578518066703
6.834170854271357,1.0,-0.6665869455760318,-0.33329347278801585,1.0,-0.3332934727880159,-0.6665869455760317
6.934673366834171,1.0,-0.6665945674546074,-0.3332972837273037,1.0,-0.3332972837273037,-0.6665945674546074
7.035175879396985,1.0,-0.6666014607057127,-0.3333007303528563,1.0,-0.33330073035285634,-0.6666014607057126
7.135678391959799,1.0,-0.6666076949784062,-0.33330384748920305,1.0,-0.3333038474892031,-0.6666076949784061
7.236180904522613,1.0,-0.6666133332471087,-0.33330666662355424,1.0,-0.33330666662355435,-0.6666133332471085
7.336683417085427,1.0,-0.6666184324811283,-0.3333092162405641,1.0,-0.33330921624056414,-0.6666184324811282
7.437185929648241,1.0,-0.6666230442068891,-0.3333115221034445,1.0,-0.33331152210344456,-0.666623044206889
7.5376884422110555,1.0,-0.6666272150263474,-0.3333136075131736,1.0,-0.3333136075131737,-0.6666272150263473
7.63819095477387,1.0,-0.6666309870878278,-0.3333154935439138,1.0,-0.3333154935439139,-0.6666309870878276
7.738693467336684,1.0,-0.6666343985113511,-0.3333171992556755,1.0,-0.33331719925567554,-0.666634398511351
7.839195979899498,1.0,-0.6666374837734872,-0.33331874188674354,1.0,-0.3333187418867436,-0.6666374837734871
7.939698492462312,1.0,-0.666640274055466,-0.33332013702773294,1.0,-0.333320137027733,-0.6666402740554659
8.040201005025127,1.0,-0.6666427975580453,-0.3333213987790226,1.0,-0.33332139877902267,-0.6666427975580452
8.14070351758794,1.0,-0.6666450797863158,-0.33332253989315785,1.0,-0.3333225398931579,-0.6666450797863157
8.241206030150755,1.0,-0.6666471438073042,-0.333323571903652,1.0,-0.3333235719036521,-0.666647143807304
8.341708542713569,1.0,-0.6666490104829734,-0.33332450524148666,1.0,-0.3333245052414867,-0.6666490104829733
8.442211055276383,1.0,-0.6666506986809663,-0.3333253493404831,1.0,-0.33332534934048313,-0.6666506986809662
8.542713567839197,1.0,-0.6666522254652151,-0.3333261127326075,1.0,-0.33332611273260754,-0.666652225465215
8.643216080402011,1.0,-0.6666536062683421,-0.333326803134171,1.0,-0.33332680313417107,-0.666653606268342
8.743718592964825,1.0,-0.6666548550475865,-0.33332742752379313,1.0,-0.33332742752379324,-0.6666548550475863
8.84422110552764,1.0,-0.6666559844258317,-0.3333279922129158,1.0,-0.33332799221291587,-0.6666559844258316
8.944723618090453,1.0,-0.6666570058160456,-0.33332850290802274,1.0,-0.3333285029080228,-0.6666570058160455
9.045226130653267,1.0,-0.6666579295212604,-0.3333289647606301,1.0,-0.3333289647606302,-0.6666579295212602
9.145728643216081,1.0,-0.6666587648989345,-0.3333293824494672,1.0,-0.33332938244946725,-0.6666587648989344
9.246231155778895,1.0,-0.6666595204058963,-0.3333297602029481,1.0,-0.33332976020294813,-0.6666595204058962
9.34673366834171,1.0,-0.6666602036777486,-0.33333010183887424,1.0,-0.3333301018388743,-0.6666602036777485
9.447236180904524,1.0,-0.666660821620819,-0.3333304108104094,1.0,-0.3333304108104095,-0.6666608216208189
9.547738693467338,1.0,-0.6666613804812235,-0.3333306902406117,1.0,-0.33333069024061174,-0.6666613804812234
9.648241206030152,1.0,-0.6666618859078772,-0.33333094295393856,1.0,-0.3333309429539386,-0.6666618859078771
9.748743718592966,1.0,-0.6666623430096177,-0.3333311715048088,1.0,-0.33333117150480884,-0.6666623430096176
9.84924623115578,1.0,-0.6666627564068353,-0.33333137820341757,1.0,-0.3333313782034176,-0.6666627564068351
9.949748743718594,1.0,-0.6666631302781707,-0.3333315651390853,1.0,-0.33333156513908535,-0.6666631302781706
10.050251256281408,1.0,-0.6666634684027489,-0.33333173420137446,1.0,-0.33333173420137446,-0.6666634684027489
10.150753768844222,1.0,-0.666663774198374,-0.333331887099187,1.0,-0.333331887099187,-0.666663774198374
10.251256281407036,1.0,-0.6666640507560743,-0.33333202537803713,1.0,-0.33333202537803713,-0.6666640507560743
10.35175879396985,1.0,-0.6666643008713438,-0.3333321504356719,1.0,-0.3333321504356719,-0.6666643008713438
10.452261306532664,1.0,-0.6666645270723981,-0.33333226353619905,1.0,-0.33333226353619905,-0.6666645270723981
10.552763819095478,1.0,-0.6666647316911821,-0.33333236584559106,1.0,-0.33333236584559106,-0.6666647316911821
10.653266331658292,1.0,-0.6666649168527784,-0.3333324584263892,1.0,-0.3333324584263892,-0.6666649168527784
10.753768844221106,1.0,-0.6666650842935226,-0.33333254214676133,1.0,-0.3333325421467613,-0.6666650842935227
10.85427135678392,1.0,-0.6666652357112607,-0.3333326178556304,1.0,-0.33333261785563034,-0.6666652357112608
10.954773869346734,1.0,-0.6666653726398292,-0.33333268631991464,1.0,-0.3333326863199146,-0.6666653726398293
11.055276381909549,1.0,-0.6666654964656891,-0.33333274823284464,1.0,-0.33333274823284453,-0.6666654964656893
11.155778894472363,1.0,-0.6666656084426336,-0.33333280422131684,1.0,-0.3333328042213168,-0.6666656084426337
11.256281407035177,1.0,-0.6666657097044835,-0.33333285485224173,1.0,-0.33333285485224173,-0.6666657097044835
11.35678391959799,1.0,-0.6666658012765648,-0.3333329006382824,1.0,-0.3333329006382824,-0.6666658012765648
11.457286432160805,1.0,-0.6666658840860911,-0.33333294204304553,1.0,-0.33333294204304553,-0.6666658840860911
11.557788944723619,1.0,-0.6666659589715509,-0.33333297948577545,1.0,-0.33333297948577545,-0.6666659589715509
11.658291457286433,1.0,-0.666666026691199,-0.3333330133455995,1.0,-0.3333330133455995,-0.666666026691199
11.758793969849247,1.0,-0.6666660879307322,-0.3333330439653661,1.0,-0.3333330439653661,-0.6666660879307322
11.859296482412061,1.0,-0.6666661433102334,-0.3333330716551167,1.0,-0.3333330716551167,-0.6666661433102334
11.959798994974875,1.0,-0.6666661933904504,-0.3333330966952252,1.0,-0.3333330966952252,-0.6666661933904504
12.06030150753769,1.0,-0.6666662386784725,-0.33333311933923626,1.0,-0.33333311933923626,-0.6666662386784725
12.160804020100503,1.0,-0.6666662796328662,-0.3333331398164331,1.0,-0.3333331398164331,-0.6666662796328662
12.261306532663317,1.0,-0.6666663166683172,-0.3333331583341586,1.0,-0.3333331583341586,-0.6666663166683172
12.361809045226131,1.0,-0.6666663501598304,-0.33333317507991517,1.0,-0.3333331750799152,-0.6666663501598303
12.462311557788945,1.0,-0.6666663804465262,-0.3333331902232631,1.0,-0.3333331902232631,-0.6666663804465262
12.56281407035176,1.0,-0.6666664078350747,-0.33333320391753735,1.0,-0.33333320391753735,-0.6666664078350747
12.663316582914574,1.0,-0.6666664326028006,-0.3333332163014003,1.0,-0.3333332163014003,-0.6666664326028006
12.763819095477388,1.0,-0.6666664550004914,-0.3333332275002457,1.0,-0.3333332275002457,-0.6666664550004914
12.864321608040202,1.0,-0.6666664752549365,-0.33333323762746825,1.0,-0.33333323762746825,-0.6666664752549365
12.964824120603016,1.0,-0.6666664935712241,-0.3333332467856121,1.0,-0.33333324678561205,-0.6666664935712242
13.06532663316583,1.0,-0.6666665101348173,-0.3333332550674087,1.0,-0.33333325506740863,-0.6666665101348174
13.165829145728644,1.0,-0.6666665251134319,-0.333333262556716,1.0,-0.33333326255671597,-0.666666525113432
13.266331658291458,1.0,-0.6666665386587356,-0.33333326932936785,1.0,-0.3333332693293678,-0.6666665386587357
13.366834170854272,1.0,-0.6666665509078823,-0.3333332754539412,1.0,-0.33333327545394115,-0.6666665509078824
13.467336683417086,1.0,-0.6666665619849019,-0.333333280992451,1.0,-0.33333328099245096,-0.666666561984902
13.5678391959799,1.0,-0.6666665720019559,-0.333333286000978,1.0,-0.33333328600097795,-0.666666572001956
13.668341708542714,1.0,-0.6666665810604727,-0.3333332905302364,1.0,-0.33333329053023636,-0.6666665810604728
13.768844221105528,1.0,-0.6666665892521754,-0.33333329462608774,1.0,-0.3333332946260877,-0.6666665892521755
13.869346733668342,1.0,-0.6666665966600097,-0.3333332983300049,1.0,-0.33333329833000486,-0.6666665966600098
13.969849246231156,1.0,-0.6666666033589844,-0.33333330167949227,1.0,-0.3333333016794922,-0.6666666033589845
14.07035175879397,1.0,-0.6666666094169307,-0.3333333047084654,1.0,-0.33333330470846534,-0.6666666094169308
14.170854271356784,1.0,-0.6666666148951889,-0.33333330744759443,1.0,-0.33333330744759443,-0.6666666148951889
14.271356783919598,1.0,-0.6666666198492296,-0.3333333099246148,1.0,-0.3333333099246148,-0.6666666198492296
14.371859296482413,1.0,-0.6666666243292154,-0.3333333121646077,1.0,-0.3333333121646077,-0.6666666243292154
14.472361809045227,1.0,-0.666666628380509,-0.3333333141902545,1.0,-0.3333333141902545,-0.666666628380509
14.57286432160804,1.0,-0.6666666320441321,-0.33333331602206606,1.0,-0.33333331602206606,-0.6666666320441321
14.673366834170855,1.0,-0.6666666353571811,-0.33333331767859053,1.0,-0.33333331767859053,-0.6666666353571811
14.773869346733669,1.0,-0.6666666383532027,-0.33333331917660136,1.0,-0.33333331917660136,-0.6666666383532027
14.874371859296483,1.0,-0.6666666410625333,-0.33333332053126663,1.0,-0.33333332053126663,-0.6666666410625333
14.974874371859297,1.0,-0.6666666435126066,-0.3333333217563033,1.0,-0.3333333217563033,-0.6666666435126066
15.075376884422111,1.0,-0.666666645728231,-0.3333333228641155,1.0,-0.3333333228641155,-0.666666645728231
15.175879396984925,1.0,-0.666666647731841,-0.3333333238659205,1.0,-0.3333333238659205,-0.666666647731841
15.27638190954774,1.0,-0.6666666495437247,-0.33333332477186234,1.0,-0.33333332477186234,-0.6666666495437247
15.376884422110553,1.0,-0.6666666511822281,-0.33333332559111406,1.0,-0.33333332559111406,-0.6666666511822281
15.477386934673367,1.0,-0.6666666526639422,-0.3333333263319711,1.0,-0.3333333263319711,-0.6666666526639422
15.577889447236181,1.0,-0.6666666540038704,-0.3333333270019352,1.0,-0.3333333270019352,-0.6666666540038704
15.678391959798995,1.0,-0.6666666552155801,-0.33333332760779005,1.0,-0.33333332760779005,-0.6666666552155801
15.77889447236181,1.0,-0.6666666563113406,-0.3333333281556703,1.0,-0.3333333281556703,-0.6666666563113406
15.879396984924623,1.0,-0.6666666573022473,-0.33333332865112364,1.0,-0.33333332865112364,-0.6666666573022473
15.979899497487438,1.0,-0.6666666581983334,-0.3333333290991667,1.0,-0.3333333290991667,-0.6666666581983334
16.080402010050253,1.0,-0.6666666590086726,-0.3333333295043363,1.0,-0.3333333295043363,-0.6666666590086726
16.180904522613066,1.0,-0.6666666597414701,-0.33333332987073505,1.0,-0.33333332987073505,-0.6666666597414701
16.28140703517588,1.0,-0.6666666604041457,-0.33333333020207284,1.0,-0.33333333020207284,-0.6666666604041457
16.381909547738694,1.0,-0.6666666610034095,-0.33333333050170477,1.0,-0.33333333050170477,-0.6666666610034095
16.48241206030151,1.0,-0.6666666615453295,-0.33333333077266475,1.0,-0.33333333077266475,-0.6666666615453295
16.582914572864322,1.0,-0.6666666620353928,-0.3333333310176964,1.0,-0.3333333310176964,-0.6666666620353928
16.683417085427138,1.0,-0.6666666624791983,-0.33333333123959913,1.0,-0.33333333123959913,-0.6666666624791983
16.78391959798995,1.0,-0.6666666628807857,-0.33333333144039284,1.0,-0.33333333144039284,-0.6666666628807857
16.884422110552766,1.0,-0.666666663243966,-0.333333331621983,1.0,-0.333333331621983,-0.666666663243966
16.984924623115578,1.0,-0.6666666635715198,-0.3333333317857599,1.0,-0.3333333317857599,-0.6666666635715198
17.085427135678394,1.0,-0.6666666638671864,-0.33333333193359327,1.0,-0.3333333319335932,-0.6666666638671865
17.185929648241206,1.0,-0.6666666641346098,-0.3333333320673049,1.0,-0.3333333320673049,-0.6666666641346098
17.286432160804022,1.0,-0.6666666643765837,-0.33333333218829186,1.0,-0.33333333218829186,-0.6666666643765837
17.386934673366834,1.0,-0.6666666645957741,-0.33333333229788703,1.0,-0.33333333229788703,-0.6666666645957741
17.48743718592965,1.0,-0.6666666647942806,-0.3333333323971403,1.0,-0.3333333323971403,-0.6666666647942806
17.587939698492463,1.0,-0.6666666649738657,-0.33333333248693287,1.0,-0.33333333248693287,-0.6666666649738657
17.68844221105528,1.0,-0.6666666651292534,-0.3333333325646267,1.0,-0.3333333325646267,-0.6666666651292534
17.78894472361809,1.0,-0.6666666652697004,-0.3333333326348502,1.0,-0.3333333326348502,-0.6666666652697004
17.889447236180906,1.0,-0.6666666653973174,-0.3333333326986588,1.0,-0.3333333326986587,-0.6666666653973176
17.98994974874372,1.0,-0.6666666655132767,-0.3333333327566384,1.0,-0.33333333275663835,-0.6666666655132768
18.090452261306535,1.0,-0.6666666656186429,-0.3333333328093215,1.0,-0.3333333328093214,-0.666666665618643
18.190954773869347,1.0,-0.6666666657143836,-0.33333333285719186,1.0,-0.3333333328571918,-0.6666666657143837
18.291457286432163,1.0,-0.6666666658013785,-0.3333333329006893,1.0,-0.3333333329006892,-0.6666666658013786
18.391959798994975,1.0,-0.6666666658804261,-0.3333333329402131,1.0,-0.33333333294021306,-0.6666666658804262
18.49246231155779,1.0,-0.6666666659522527,-0.3333333329761264,1.0,-0.33333333297612633,-0.6666666659522528
18.592964824120603,1.0,-0.6666666660175176,-0.33333333300875884,1.0,-0.3333333330087588,-0.6666666660175177
18.69346733668342,1.0,-0.6666666660768205,-0.3333333330384103,1.0,-0.33333333303841023,-0.6666666660768206
18.79396984924623,1.0,-0.6666666661307058,-0.33333333306535295,1.0,-0.3333333330653529,-0.6666666661307059
18.894472361809047,1.0,-0.6666666661796686,-0.33333333308983437,1.0,-0.3333333330898343,-0.6666666661796687
18.99497487437186,1.0,-0.6666666662241585,-0.3333333331120793,1.0,-0.33333333311207924,-0.6666666662241586
19.095477386934675,1.0,-0.6666666662645842,-0.33333333313229213,1.0,-0.3333333331322921,-0.6666666662645843
19.195979899497488,1.0,-0.6666666663013168,-0.33333333315065844,1.0,-0.3333333331506584,-0.6666666663013169
19.296482412060303,1.0,-0.6666666663346937,-0.33333333316734687,1.0,-0.33333333316734687,-0.6666666663346937
19.396984924623116,1.0,-0.6666666663650216,-0.3333333331825108,1.0,-0.3333333331825108,-0.6666666663650216
19.49748743718593,1.0,-0.6666666663925788,-0.3333333331962894,1.0,-0.3333333331962894,-0.6666666663925788
19.597989949748744,1.0,-0.6666666664176185,-0.33333333320880926,1.0,-0.33333333320880926,-0.6666666664176185
19.69849246231156,1.0,-0.6666666664403709,-0.33333333322018543,1.0,-0.33333333322018543,-0.6666666664403709
19.798994974874372,1.0,-0.6666666664610446,-0.3333333332305223,1.0,-0.3333333332305223,-0.6666666664610446
19.899497487437188,1.0,-0.6666666664798296,-0.3333333332399148,1.0,-0.3333333332399148,-0.6666666664798296
20.0,1.0,-0.6666666664971446,-0.3333333332485723,1.0,-0.3333333332485723,-0.6666666664971446
