time,->1,2->1,3->1,4->1,->2,1->2,3->2,->3,1->3,4->3,->4,1->4,2->4
0.0,1.0,-0.44999999999999996,-0.12,-0.04000000000000001,-0.4,1.2,-0.06,-0.5,1.0,-0.16000000000000003,-0.6,0.8,-0.14999999999999997
0.10050251256281408,1.0,-0.4858135609170303,-0.12440530814023798,-0.04023995269007135,-0.4,1.2454914059228641,-0.06220265407011899,-0.5,1.03790950493572,-0.1609598107602854,-0.6,0.8303276039485761,-0.16193785363901012
0.20100502512562815,1.0,-0.5266584588934498,-0.12943037603149618,-0.04054787165855218,-0.4,1.2870972145135013,-0.06471518801574809,-0.5,1.0725810120945845,-0.1621914866342087,-0.6,0.8580648096756676,-0.1755528196311499
0.30150753768844224,1.0,-0.57303335368782,-0.13508227435320888,-0.04090565669840847,-0.4,1.3235265008937398,-0.06754113717660444,-0.5,1.1029387507447832,-0.16362262679363387,-0.6,0.8823510005958266,-0.19101111789594
0.4020100502512563,1.0,-0.625392431013669,-0.14135309950293967,-0.04129038538904677,-0.4,1.3533936468475811,-0.07067654975146984,-0.5,1.127828039039651,-0.1651615415561871,-0.6,0.9022624312317208,-0.20846414367122298
0.5025125628140704,1.0,-0.6840951156027688,-0.1482143410693672,-0.04167381559687608,-0.4,1.375274119169782,-0.0741071705346836,-0.5,1.1460617659748182,-0.16669526238750432,-0.6,0.9168494127798547,-0.22803170520092292
0.6030150753768845,1.0,-0.7493419295352294,-0.15561096319931714,-0.042022281255432926,-0.4,1.387785016683425,-0.07780548159965857,-0.5,1.156487513902854,-0.1680891250217317,-0.6,0.9251900111222833,-0.24978064317840978
0.7035175879396985,1.0,-0.8210994790182322,-0.16345594965184168,-0.04229719756637618,-0.4,1.3896894315998065,-0.08172797482592084,-0.5,1.1580745263331722,-0.1691887902655047,-0.6,0.9264596210665378,-0.2736998263394107
0.8040201005025126,1.0,-0.8990211763791499,-0.1716263342234783,-0.042456383951498464,-0.4,1.3800192588980713,-0.08581316711173916,-0.5,1.1500160490817262,-0.16982553580599385,-0.6,0.920012839265381,-0.2996737254597166
0.9045226130653267,1.0,-0.9823759720860488,-0.17996208069333897,-0.04245636058625285,-0.4,1.3582037153591522,-0.08998104034666948,-0.5,1.1318364294659602,-0.1698254423450114,-0.6,0.9054691435727682,-0.32745865736201624
1.0050251256281408,1.0,-1.0700010465536938,-0.18826903800375794,-0.042255584323508455,-0.4,1.3241843867690037,-0.09413451900187897,-0.5,1.1034869889741699,-0.16902233729403382,-0.6,0.882789591179336,-0.35666701551789787
1.105527638190955,1.0,-1.1602967005855227,-0.1963269105476937,-0.04181837759903786,-0.4,1.2784928968686302,-0.09816345527384684,-0.5,1.0654107473905252,-0.16727351039615143,-0.6,0.8523285979124202,-0.3867655668618409
1.206030150753769,1.0,-1.2512769741442444,-0.20390216768435657,-0.041119011646635256,-0.4,1.2222694987352571,-0.10195108384217828,-0.5,1.0185579156127142,-0.16447604658654102,-0.6,0.8148463324901715,-0.4170923247147481
1.306532663316583,1.0,-1.3406824648885853,-0.2107648588066292,-0.04014521169030525,-0.4,1.157206790739875,-0.1053824294033146,-0.5,0.9643389922832293,-0.160580846761221,-0.6,0.7714711938265835,-0.4468941549628618
1.407035175879397,1.0,-1.4261444004064203,-0.21670688881423397,-0.038900333757562924,-0.4,1.0854215155769642,-0.10835344440711699,-0.5,0.9045179296474701,-0.1556013350302517,-0.6,0.7236143437179762,-0.47538146680214005
1.5075376884422111,1.0,-1.5053784696609818,-0.22155889142733043,-0.03740364733839163,-0.4,1.009270316475383,-0.11077944571366521,-0.5,0.8410585970628192,-0.14961458935356653,-0.6,0.6728468776502554,-0.5017928232203273
1.6080402010050252,1.0,-1.5763749994822485,-0.22520275144742868,-0.03568857366328525,-0.4,0.9311418859036673,-0.11260137572371434,-0.5,0.7759515715863895,-0.142754294653141,-0.6,0.6207612572691117,-0.5254583331607494
1.7085427135678393,1.0,-1.6375528570016589,-0.2275778339678874,-0.033799200870367085,-0.4,0.853261615255517,-0.1137889169839437,-0.5,0.7110513460462642,-0.13519680348146834,-0.6,0.5688410768370114,-0.5458509523338863
1.8090452261306533,1.0,-1.687853572388589,-0.22868041793500382,-0.031785775247323476,-0.4,0.7775393442230062,-0.11434020896750191,-0.5,0.6479494535191719,-0.1271431009892939,-0.6,0.5183595628153376,-0.562617857462863
1.9095477386934674,1.0,-1.726767084828284,-0.22855725382360245,-0.02970001321286387,-0.4,0.705477524453465,-0.11427862691180123,-0.5,0.5878979370445542,-0.11880005285145548,-0.6,0.47031834963564334,-0.5755890282760946
2.0100502512562817,1.0,-1.7542956384788322,-0.22729515244896736,-0.027590986705299206,-0.4,0.6381417097742997,-0.11364757622448368,-0.5,0.5317847581452498,-0.11036394682119682,-0.6,0.4254278065161999,-0.5847652128262774
2.1105527638190957,1.0,-1.770872886520355,-0.22500883262741903,-0.025502070269290862,-0.4,0.5761829135004772,-0.11250441631370951,-0.5,0.4801524279170644,-0.10200828107716345,-0.6,0.38412194233365154,-0.5902909621734517
2.21105527638191,1.0,-1.7772592349183558,-0.2218290001131334,-0.02346912732588755,-0.4,0.5198949106938338,-0.1109145000565667,-0.5,0.4332457589115281,-0.0938765093035502,-0.6,0.3465966071292225,-0.5924197449727853
2.311557788944724,1.0,-1.774433013144674,-0.21789202191535506,-0.021519830664872022,-0.4,0.46928828370250886,-0.10894601095767753,-0.5,0.39107356975209073,-0.08607932265948809,-0.6,0.3128588558016726,-0.5914776710482246
2.412060301507538,1.0,-1.7634910291942103,-0.2133318784904167,-0.01967388782215875,-0.4,0.424167353405788,-0.10666593924520835,-0.5,0.35347279450482333,-0.078695551288635,-0.6,0.2827782356038587,-0.5878303430647367
2.512562814070352,1.0,-1.7455668880643982,-0.20827453709083954,-0.017943858513124446,-0.4,0.3841999038545364,-0.10413726854541977,-0.5,0.320166586545447,-0.07177543405249778,-0.6,0.2561332692363576,-0.5818556293547994
2.613065326633166,1.0,-1.7217697372580674,-0.20283450649493787,-0.01633628744680208,-0.4,0.3489748000562376,-0.10141725324746893,-0.5,0.290812333380198,-0.06534514978720832,-0.6,0.23264986670415844,-0.573923245752689
2.71356783919598,1.0,-1.6931425480008637,-0.19711314362092924,-0.014852928553493154,-0.4,0.3180460525795959,-0.09855657181046462,-0.5,0.2650383771496633,-0.059411714213972615,-0.6,0.21203070171973062,-0.5643808493336212
2.814070351758794,1.0,-1.6606369578561375,-0.19119825085326486,-0.013491918116265511,-0.4,0.29096429024363685,-0.09559912542663243,-0.5,0.24247024186969737,-0.053967672465062046,-0.6,0.1939761934957579,-0.5535456526187125
2.9145728643216082,1.0,-1.6251010741994032,-0.1851645414930225,-0.012248810257101124,-0.4,0.2672975736968617,-0.09258227074651125,-0.5,0.22274797808071808,-0.048995241028404496,-0.6,0.17819838246457448,-0.5417003580664677
3.0150753768844223,1.0,-1.5872765881387823,-0.17907462413620054,-0.011117438329279077,-0.4,0.24664393221500439,-0.08953731206810027,-0.5,0.20553661017917033,-0.044469753317116306,-0.6,0.16442928814333627,-0.5290921960462607
3.1155778894472363,1.0,-1.5478021354308635,-0.17298025376032367,-0.010090599209885073,-0.4,0.22863783183549985,-0.08649012688016183,-0.5,0.19053152652958322,-0.04036239683954029,-0.6,0.15242522122366658,-0.5159340451436211
3.2160804020100504,1.0,-1.507220428282116,-0.1669236692235589,-0.009160574780856091,-0.4,0.21295247494112454,-0.08346183461177945,-0.5,0.17746039578427045,-0.036642299123424364,-0.6,0.14196831662741635,-0.5024068094273719
3.3165829145728645,1.0,-1.4659874533692867,-0.16093891186626655,-0.008319514191549854,-0.4,0.19929933088846336,-0.08046945593313327,-0.5,0.16608277574038613,-0.03327805676619942,-0.6,0.1328662205923089,-0.4886624844564289
3.4170854271356785,1.0,-1.4244823755118494,-0.1550530496351049,-0.007559702308201136,-0.4,0.18742605468022985,-0.07752652481755246,-0.5,0.15618837890019155,-0.030238809232804545,-0.6,0.12495070312015324,-0.47482745850394975
3.5175879396984926,1.0,-1.383017397615816,-0.14928727919820167,-0.00687373911228508,-0.4,0.17711351985087764,-0.07464363959910084,-0.5,0.14759459987573137,-0.02749495644914032,-0.6,0.1180756799005851,-0.46100579920527196
3.6180904522613067,1.0,-1.3418470816806969,-0.14365789418785183,-0.006254651444933782,-0.4,0.16817247250469325,-0.07182894709392591,-0.5,0.14014372708724437,-0.025018605779735126,-0.6,0.1121149816697955,-0.4472823605602323
3.7185929648241207,1.0,-1.3011768609169667,-0.13817712080897157,-0.005695954869079964,-0.4,0.1604401390708702,-0.06908856040448579,-0.5,0.13370011589239184,-0.022783819476319855,-0.6,0.10696009271391348,-0.43372562030565553
3.819095477386935,1.0,-1.2611706267308735,-0.13285382966448644,-0.005191679842162523,-0.4,0.15377698482008875,-0.06642691483224322,-0.5,0.12814748735007397,-0.020766719368650093,-0.6,0.10251798988005918,-0.42039020891029116
3.919597989949749,1.0,-1.221957385622866,-0.12769413708751043,-0.004736372971526584,-0.4,0.14806372080628638,-0.06384706854375521,-0.5,0.12338643400523865,-0.018945491886106336,-0.6,0.09870914720419093,-0.4073191285409553
4.020100502512563,1.0,-1.1836370105748004,-0.12270190885265336,-0.00432508193000178,-0.4,0.14319862072071676,-0.06135095442632668,-0.5,0.11933218393393065,-0.01730032772000712,-0.6,0.09546574714714452,-0.3945456701916001
4.120603015075377,1.0,-1.1462851742415383,-0.11787918069971091,-0.003953329887752772,-0.4,0.13909514903064232,-0.05893959034985546,-0.5,0.11591262419220194,-0.015813319551011087,-0.6,0.09273009935376156,-0.38209505808051275
4.2211055276381915,1.0,-1.1099575426981751,-0.11322650774439756,-0.0036170839747486972,-0.4,0.1356798953607924,-0.05661325387219878,-0.5,0.113066579467327,-0.014468335898994789,-0.6,0.0904532635738616,-0.3699858475660584
4.3216080402010055,1.0,-1.0746933229156173,-0.10874325420563893,-0.0033127208320034122,-0.4,0.13289079102155368,-0.05437162710281947,-0.5,0.11074232585129475,-0.013250883328013649,-0.6,0.08859386068103581,-0.35823110763853905
4.42211055276382,1.0,-1.040518249534334,-0.10442783314731818,-0.0030369913944394786,-0.4,0.13067558106753216,-0.05221391657365909,-0.5,0.10889631755627681,-0.012147965577757915,-0.6,0.08711705404502146,-0.3468394165114446
4.522613065326634,1.0,-1.0074470910386542,-0.10027790460288376,-0.0027869863221258173,-0.4,0.12899052229579028,-0.05013895230144188,-0.5,0.10749210191315857,-0.01114794528850327,-0.6,0.08599368153052686,-0.33581569701288466
4.623115577889448,1.0,-0.9754857472220786,-0.09629053916382052,-0.0025601029746246573,-0.4,0.12779927888399722,-0.04814526958191026,-0.5,0.1064993990699977,-0.01024041189849863,-0.6,0.08519951925599817,-0.3251619157406928
4.723618090452262,1.0,-0.9446330009101938,-0.09246235295216963,-0.0023540144606661473,-0.4,0.12707198908936376,-0.046231176476084816,-0.5,0.10589332424113648,-0.00941605784266459,-0.6,0.08471465939290919,-0.3148776669700646
4.824120603015076,1.0,-0.9148819786903357,-0.0887896189218774,-0.00216664103467158,-0.4,0.12678447913508772,-0.0443948094609387,-0.5,0.10565373261257312,-0.00866656413868632,-0.6,0.0845229860900585,-0.30496065956344526
4.92462311557789,1.0,-0.8862213675449245,-0.08526835858661747,-0.0019961239371045734,-0.4,0.1269176031250863,-0.04263417929330873,-0.5,0.10576466927090525,-0.007984495748418294,-0.6,0.0846117354167242,-0.29540712251497486
5.025125628140704,1.0,-0.8586364273650564,-0.08189441756846505,-0.0018408016587784675,-0.4,0.12745669056023576,-0.040947208784232525,-0.5,0.10621390880019647,-0.00736320663511387,-0.6,0.08497112704015719,-0.2862121424550188
5.125628140703518,1.0,-0.8321098331893733,-0.0786635277707468,-0.001699188534702674,-0.4,0.12839108554006304,-0.0393317638853734,-0.5,0.10699257128338588,-0.006796754138810696,-0.6,0.0855940570267087,-0.27736994439645773
5.226130653266332,1.0,-0.8066223757341964,-0.07557135849077479,-0.0015699555287820165,-0.4,0.12971376400003556,-0.037785679245387394,-0.5,0.10809480333336298,-0.006279822115128066,-0.6,0.0864758426666904,-0.2688741252447321
5.326633165829146,1.0,-0.7821535442545666,-0.07261355838449116,-0.0014519130468334171,-0.4,0.13142101731987513,-0.03630677919224558,-0.5,0.10951751443322928,-0.0058076521873336685,-0.6,0.08761401154658344,-0.26071784808485554
5.42713567839196,1.0,-0.7586820119413551,-0.06978578986325175,-0.0013439956058569937,-0.4,0.13351219235061348,-0.034892894931625874,-0.5,0.11126016029217792,-0.005375982423427975,-0.6,0.08900812823374234,-0.2528940039804517
5.527638190954774,1.0,-0.7361860408268479,-0.06708375723014526,-0.0012452481872854112,-0.4,0.13598947936163827,-0.03354187861507263,-0.5,0.11332456613469857,-0.004980992749141645,-0.6,0.09065965290775886,-0.2453953469422826
5.628140703517588,1.0,-0.714643820462788,-0.06450322963937678,-0.0011548141077360062,-0.4,0.13885774062645195,-0.03225161481968839,-0.5,0.11571478385537663,-0.004619256430944025,-0.6,0.09257182708430131,-0.2382146068209293
5.728643216080402,1.0,-0.6940337523753565,-0.06204005977859331,-0.0010719242502235918,-0.4,0.1421243733708554,-0.031020029889296655,-0.5,0.11843697780904618,-0.004287697000894367,-0.6,0.09474958224723695,-0.23134458412511882
5.8291457286432165,1.0,-0.6743346904251365,-0.059690199023411286,-0.0009958875101968568,-0.4,0.14579920162279147,-0.029845099511705643,-0.5,0.12149933468565956,-0.003983550040787427,-0.6,0.09719946774852765,-0.22477823014171217
5.9296482412060305,1.0,-0.6555261456486253,-0.057449709689884644,-0.0009260823230324722,-0.4,0.14989439214984057,-0.028724854844942322,-0.5,0.12491199345820049,-0.003704329292129889,-0.6,0.0999295947665604,-0.21850871521620843
6.030150753768845,1.0,-0.6375884628816874,-0.05531477490934464,-0.0008619491520071512,-0.4,0.1544243901661258,-0.02765738745467232,-0.5,0.12868699180510484,-0.003447796608028605,-0.6,0.10294959344408389,-0.21252948762722912
6.130653266331659,1.0,-0.6205029754222531,-0.053281706566961184,-0.0008029838277948328,-0.4,0.1594058708497035,-0.026640853283480592,-0.5,0.13283822570808626,-0.0032119353111793314,-0.6,0.10627058056646901,-0.206834325140751
6.231155778894473,1.0,-0.6042521431442264,-0.05134695167726288,-0.0007487316419127343,-0.4,0.1648577029456572,-0.02567347583863144,-0.5,0.137381419121381,-0.0029949265676509373,-0.6,0.1099051352971048,-0.20141738104807544
6.331658291457287,1.0,-0.5888196787975867,-0.04950709751405268,-0.000698782107104453,-0.4,0.17080092084715873,-0.02475354875702634,-0.5,0.1423341007059656,-0.002795128428417812,-0.6,0.1138672805647725,-0.19627322626586222
6.432160804020101,1.0,-0.57419066669685,-0.04775887576651076,-0.0006527643073271899,-0.4,0.17725870155173867,-0.02387943788325538,-0.5,0.1477155846264489,-0.0026110572293087594,-0.6,0.11817246770115913,-0.19139688889894999
6.532663316582915,1.0,-0.5603516775916971,-0.046099165956014286,-0.0006103427687877243,-0.4,0.1842563427850233,-0.023049582978007143,-0.5,0.15354695232085278,-0.002441371075150897,-0.6,0.12283756185668222,-0.18678389253056568
6.633165829145729,1.0,-0.5472908832137269,-0.0445249983178902,-0.0005712137913701573,-0.4,0.1918212383686163,-0.0222624991589451,-0.5,0.15985103197384692,-0.0022848551654806293,-0.6,0.12788082557907754,-0.18243029440457562
6.733668341708543,1.0,-0.5349981737892233,-0.04303355632775936,-0.000535102186862486,-0.4,0.19998284657934695,-0.02151677816387968,-0.5,0.1666523721494558,-0.002140408747449944,-0.6,0.13332189771956465,-0.17833272459640775
6.834170854271357,1.0,-0.5234652816894577,-0.04162217903234839,-0.0005017583766766035,-0.4,0.2087726467979962,-0.020811089516174195,-0.5,0.17397720566499683,-0.002007033506706414,-0.6,0.13918176453199746,-0.17448842722981925
6.934673366834171,1.0,-0.5126859143494458,-0.040288363328807024,-0.00047095580733104783,-0.4,0.21822407916871192,-0.020144181664403512,-0.5,0.18185339930725994,-0.0018838232293241913,-0.6,0.14548271944580796,-0.17089530478314857
7.035175879396985,1.0,-0.5026558996169626,-0.03902976632395855,-0.0004424886468929717,-0.4,0.22837246127528066,-0.019514883161979274,-0.5,0.19031038439606723,-0.0017699545875718868,-0.6,0.1522483075168538,-0.16755196653898752
7.135678391959799,1.0,-0.4933733467908782,-0.03784420789488643,-0.00041616972991894953,-0.4,0.23925487497493747,-0.018922103947443213,-0.5,0.19937906247911458,-0.0016646789196757981,-0.6,0.15950324998329168,-0.16445778226362606
7.236180904522613,1.0,-0.48483882676692214,-0.03672967356421658,-0.000391828722253626,-0.4,0.25091001550054487,-0.01836483678210829,-0.5,0.20909167958378738,-0.001567314889014504,-0.6,0.16727334366702992,-0.1616129422556407
7.336683417085427,1.0,-0.4770555749251926,-0.035684317796784784,-0.0003693104803965841,-0.4,0.2633779937327908,-0.017842158898392392,-0.5,0.21948166144399237,-0.0014772419215863363,-0.6,0.1755853291551939,-0.15901852497506422
7.437185929648241,1.0,-0.4700297206614128,-0.034706467818431536,-0.00034847358308193584,-0.4,0.2767000811403565,-0.017353233909215768,-0.5,0.23058340095029708,-0.0013938943323277434,-0.6,0.18446672076023768,-0.15667657355380424
7.5376884422110555,1.0,-0.46377054777535814,-0.033794628051696654,-0.0003291890152775864,-0.4,0.29091838527367275,-0.016897314025848327,-0.5,0.24243198772806065,-0.0013167560611103456,-0.6,0.19394559018244853,-0.15459018259178606
7.63819095477387,1.0,-0.45829079027183783,-0.032947485256343174,-0.00031133898703241346,-0.4,0.3060754418763157,-0.016473742628171587,-0.5,0.2550628682302631,-0.0012453559481296539,-0.6,0.20405029458421048,-0.15276359675727927
7.738693467336684,1.0,-0.45360696849801363,-0.032163914453554834,-0.0002948158715847677,-0.4,0.3222137075733492,-0.016081957226777417,-0.5,0.268511422977791,-0.0011792634863390709,-0.6,0.2148091383822328,-0.1512023228326712
7.839195979899498,1.0,-0.44973977086999556,-0.03144298570025454,-0.0002795212487260896,-0.4,0.33937493488907206,-0.01572149285012727,-0.5,0.28281244574089337,-0.0011180849949043584,-0.6,0.2262499565927147,-0.14991325695666516
7.939698492462312,1.0,-0.44671448675891745,-0.030783971762772724,-0.0002653650409021505,-0.4,0.35759940885076064,-0.015391985881386362,-0.5,0.29799950737563385,-0.001061460163608602,-0.6,0.2383996059005071,-0.14890482891963913
8.040201005025127,1.0,-0.44456149629554154,-0.030186356712497527,-0.0002522647307840734,-0.4,0.37692502172846,-0.015093178356248764,-0.5,0.31410418477371665,-0.0010090589231362935,-0.6,0.2512833478189733,-0.14818716543184718
8.14070351758794,1.0,-0.4433168228615626,-0.02964984543065214,-0.00024014464997911689,-0.4,0.39738615983789455,-0.01482492271532607,-0.5,0.33115513319824547,-0.0009605785999164675,-0.6,0.2649241065585964,-0.14777227428718753
8.241206030150755,1.0,-0.4430227537510829,-0.029174373957099865,-0.00022893532947931069,-0.4,0.4190123735870784,-0.014587186978549932,-0.5,0.349176977989232,-0.0009157413179172427,-0.6,0.27934158239138557,-0.14767425125036096
8.341708542713569,1.0,-0.4437285337282794,-0.028760120546295533,-0.0002185729030516534,-0.4,0.4418267995693262,-0.014380060273147767,-0.5,0.3681889996411052,-0.0008742916122066136,-0.6,0.2945511997128842,-0.1479095112427598
8.442211055276383,1.0,-0.445491134783852,-0.028407517194431332,-0.00020899855533748686,-0.4,0.465844301595848,-0.014203758597215666,-0.5,0.3882035846632067,-0.0008359942213499474,-0.6,0.3105628677305654,-0.14849704492795066
8.542713567839197,1.0,-0.44837610296343366,-0.028117261266262274,-0.00020015800682292182,-0.4,0.49106929662326054,-0.014058630633131137,-0.5,0.40922441385271713,-0.0008006320272916873,-0.6,0.3273795310821737,-0.1494587009878112
8.643216080402011,1.0,-0.4524584793629226,-0.02789032666994742,-0.0001920010281194333,-0.4,0.5174932321272017,-0.01394516333497371,-0.5,0.43124436010600137,-0.0007680041124777332,-0.6,0.3449954880848011,-0.15081949312097417
8.743718592964825,1.0,-0.45782378660651263,-0.0277279737863846,-0.00018448097618251684,-0.4,0.5450916844916399,-0.0138639868931923,-0.5,0.45424307040969997,-0.0007379239047300674,-0.6,0.36339445632776,-0.15260792886883753
8.84422110552764,1.0,-0.46456906377417057,-0.02763175704626994,-0.00017755434523717502,-0.4,0.573821054468654,-0.01381587852313497,-0.5,0.4781842120572116,-0.0007102173809487001,-0.6,0.3825473696457693,-0.1548563545913902
8.944723618090453,1.0,-0.47280392083801454,-0.027603528641163912,-0.00017118032533284633,-0.4,0.603614847117802,-0.013801764320581956,-0.5,0.5030123725981683,-0.0006847213013313853,-0.6,0.40240989807853467,-0.15760130694600485
9.045226130653267,1.0,-0.4826515671921314,-0.027645436342671022,-0.0001653203616706861,-0.4,0.634379541888131,-0.013822718171335511,-0.5,0.5286496182401091,-0.0006612814466827444,-0.6,0.42291969459208734,-0.16088385573071048
9.145728643216081,1.0,-0.4942497465437194,-0.027759912769092912,-0.00015993770826813942,-0.4,0.6659900858421322,-0.013879956384546456,-0.5,0.5549917382017768,-0.0006397508330725577,-0.6,0.4439933905614215,-0.1647499155145731
9.246231155778895,1.0,-0.5077514808189726,-0.02794965266894552,-0.00015499697031419078,-0.4,0.6982850822058572,-0.01397482633447276,-0.5,0.5819042351715477,-0.0006199878812567631,-0.6,0.46552338813723815,-0.1692504936063242
9.34673366834171,1.0,-0.5233254875672736,-0.028217573894067916,-0.00015046363092711458,-0.4,0.7310618005401461,-0.014108786947033958,-0.5,0.6092181671167884,-0.0006018545237084583,-0.6,0.48737453369343076,-0.1744418291890912
9.447236180904524,1.0,-0.5411560875814496,-0.02856675673689434,-0.00014630356024671444,-0.4,0.7640712069118613,-0.01428337836844717,-0.5,0.6367260057598844,-0.0005852142409868578,-0.6,0.5093808046079075,-0.18038536252714985
9.547738693467338,1.0,-0.56144236192004,-0.029000355271476538,-0.0001424825082299853,-0.4,0.7970133049938604,-0.014500177635738269,-0.5,0.6641777541615503,-0.0005699300329199411,-0.6,0.5313422033292403,-0.18714745397334667
9.648241206030152,1.0,-0.5843962517234388,-0.029521473389857052,-0.0001389655875772189,-0.4,0.8295331929828708,-0.014760736694928526,-0.5,0.691277660819059,-0.0005558623503088756,-0.6,0.5530221286552471,-0.19479875057447957
9.748743718592966,1.0,-0.6102392244860924,-0.030132997570331957,-0.00013571676030938302,-0.4,0.8612183744682479,-0.015066498785165978,-0.5,0.7176819787235399,-0.0005428670412375321,-0.6,0.5741455829788319,-0.20341307482869744
9.84924623115578,1.0,-0.6391970654922464,-0.030837378365765084,-0.0001326983509759575,-0.4,0.8915980065558294,-0.015418689182882542,-0.5,0.7429983387965245,-0.00053079340390383,-0.6,0.5943986710372197,-0.21306568849741545
9.949748743718594,1.0,-0.6714923078527848,-0.031636353599107006,-0.00012987062137851963,-0.4,0.920144910336286,-0.015818176799553503,-0.5,0.7667874252802384,-0.0005194824855140785,-0.6,0.6134299402241907,-0.22383076928426157
